active,passive,verb,bad,exclude,match
The scandal ruined the reputation.,The reputation was ruined by the scandal.,ruin,,,TRUE
The accident ruined the car.,The car was ruined by the accident.,ruin,,,TRUE
The argument ruined the evening.,The evening was ruined by the argument.,ruin,,,TRUE
The flood ruined the crops.,The crops were ruined by the flood.,ruin,,,TRUE
The mistake ruined the presentation.,The presentation was ruined by the mistake.,ruin,,,TRUE
The storm wrecked the boat.,The boat was wrecked by the storm.,wreck,,,TRUE
The accident wrecked the car.,The car was wrecked by the accident.,wreck,,?,TRUE
The explosion wrecked the building.,The building was wrecked by the explosion.,wreck,,,TRUE
The vandalism wrecked the statue.,The statue was wrecked by the vandalism.,wreck,,,TRUE
The students wrecked the classroom.,The classroom was wrecked by the students.,wreck,,,TRUE
The fire wrecked the cabin.,The cabin was wrecked by the fire.,wreck,,,TRUE
The earthquake wrecked the bridge.,The bridge was wrecked by the earthquake.,wreck,,,TRUE
The neglect wrecked the garden.,The garden was wrecked by the neglect.,wreck,,,TRUE
The collision wrecked the truck.,The truck was wrecked by the collision.,wreck,,,TRUE
The artist chipped the wood.,The wood was chipped by the artist.,chip,,,TRUE
The child chipped the paint.,The paint was chipped by the child.,chip,,,TRUE
The mason chipped the stone.,The stone was chipped by the mason.,chip,,,TRUE
The worker chipped the ice.,The ice was chipped by the worker.,chip,,,TRUE
The athlete chipped the golf ball.,The golf ball was chipped by the athlete.,chip,,,TRUE
The carpenter chipped the corner.,The corner was chipped by the carpenter.,chip,,,TRUE
The sculptor chipped the marble.,The marble was chipped by the sculptor.,chip,,,TRUE
The technician chipped the circuit.,The circuit was chipped by the technician.,chip,x,,TRUE
The chef chipped the onion.,The onion was chipped by the chef.,chip,x,,TRUE
The child cracked the egg.  ,The egg was cracked by the child.,crack,,,TRUE
The mechanic cracked the code.  ,The code was cracked by the mechanic.,crack,,,TRUE
The team cracked the case.  ,The case was cracked by the team.,crack,,,TRUE
The artist cracked the frame.  ,The frame was cracked by the artist.,crack,,,TRUE
The storm cracked the window.  ,The window was cracked by the storm.,crack,,,TRUE
The chef cracked the nut.  ,The nut was cracked by the chef.,crack,,,TRUE
The player cracked the bat.  ,The bat was cracked by the player.,crack,,,TRUE
The scientist cracked the formula.  ,The formula was cracked by the scientist.,crack,,,TRUE
The builder cracked the rock.  ,The rock was cracked by the builder.,crack,,,TRUE
The child ripped the paper.,The paper was ripped by the child.,rip,,,TRUE
The wind ripped the banner.,The banner was ripped by the wind.,rip,,,TRUE
The cat ripped the fabric.,The fabric was ripped by the cat.,rip,,,TRUE
A thief ripped the wallet.,The wallet was ripped by a thief.,rip,x,,TRUE
The athlete ripped the jersey.,The jersey was ripped by the athlete.,rip,,,TRUE
The student ripped the page.,The page was ripped by the student.,rip,,,TRUE
A dog ripped the cushion.,The cushion was ripped by a dog.,rip,,,TRUE
The artist ripped the canvas.,The canvas was ripped by the artist.,rip,,,TRUE
The mechanic ripped the manual.,The manual was ripped by the mechanic.,rip,,,TRUE
The child shattered the glass.,The glass was shattered by the child.,shatter,,,TRUE
A storm shattered the window.,The window was shattered by a storm.,shatter,,,TRUE
The artist shattered the sculpture.,The sculpture was shattered by the artist.,shatter,,,TRUE
The player shattered the record.,The record was shattered by the player.,shatter,,,TRUE
An earthquake shattered the building.,The building was shattered by an earthquake.,shatter,,,TRUE
The bullet shattered the mirror.,The mirror was shattered by the bullet.,shatter,,,TRUE
The wind shattered the branches.,The branches were shattered by the wind.,shatter,,,TRUE
The crowd shattered the silence.,The silence was shattered by the crowd.,shatter,,,TRUE
The hammer shattered the tile.,The tile was shattered by the hammer.,shatter,,,TRUE
The child smashed the cookie.  ,The cookie was smashed by the child.,smash,,,TRUE
The team smashed the previous record.  ,The previous record was smashed by the team.,smash,,,TRUE
The storm smashed the porch.  ,The porch was smashed by the storm.,smash,,,TRUE
The artist smashed the clay.  ,The clay was smashed by the artist.,smash,,,TRUE
The player smashed the ball.  ,The ball was smashed by the player.,smash,,,TRUE
The chef smashed the garlic.  ,The garlic was smashed by the chef.,smash,,,TRUE
The crowd smashed the piñata.  ,The piñata was smashed by the crowd.,smash,,,TRUE
The toddler smashed the toy.  ,The toy was smashed by the toddler.,smash,,,TRUE
The workers smashed the concrete.  ,The concrete was smashed by the workers.,smash,,,TRUE
The child snapped the pencil.,The pencil was snapped by the child.,snap,,,TRUE
A woman snapped the stick.,The stick was snapped by a woman.,snap,,,TRUE
The teacher snapped the book closed.,The book was snapped closed by the teacher.,snap,x,,TRUE
The dog snapped the toy.,The toy was snapped by the dog.,snap,x,,TRUE
The athlete snapped the ribbon.,The ribbon was snapped by the athlete.,snap,,,TRUE
The athlete snapped the twig.,The twig was snapped by the athlete.,snap,,,TRUE
The team split the prize.,The prize was split by the team.,split,,,TRUE
The company split the profits.,The profits were split by the company.,split,,,TRUE
The child split the cookie.,The cookie was split by the child.,split,,,TRUE
The storm split the tree.,The tree was split by the storm.,split,,,TRUE
The chef split the ingredients.,The ingredients were split by the chef.,split,,,TRUE
The artist split the canvas.,The canvas was split by the artist.,split,,,TRUE
The friends split the bill.,The bill was split by the friends.,split,,,TRUE
The judge split the evidence.,The evidence was split by the judge.,split,,,TRUE
The workers split the workload.,The workload was split by the workers.,split, ,,TRUE
The artist creased the paper.,The paper was creased by the artist.,crease,,,TRUE
A student creased the page.,The page was creased by a student.,crease,,,TRUE
The designer creased the fabric.,The fabric was creased by the designer.,crease,,,TRUE
The child creased the napkin.,The napkin was creased by the child.,crease,,,TRUE
The photographer creased the backdrop.,The backdrop was creased by the photographer.,crease,,,TRUE
The tailor creased the pants.,The pants were creased by the tailor.,crease,,,TRUE
The editor creased the report.,The report was creased by the editor.,crease,,,TRUE
The opponent creased the card.,The card was creased by the opponent.,crease,,,TRUE
The chef creased the foil.,The foil was creased by the chef.,crease,,,TRUE
The blacksmith bent the metal.  ,The metal was bent by the blacksmith.,bend,,,TRUE
A child bent the spoon.  ,The spoon was bent by a child.,bend,,,TRUE
The artist bent the wire.  ,The wire was bent by the artist.,bend,,,TRUE
The gardener bent the branch.  ,The branch was bent by the gardener.,bend,,,TRUE
The teacher bent the rules.  ,The rules were bent by the teacher.,bend,x,,TRUE
The athlete bent the pole.  ,The pole was bent by the athlete.,bend,,,TRUE
The mechanic bent the frame.  ,The frame was bent by the mechanic.,bend,,,TRUE
The wind bent the grass.  ,The grass was bent by the wind.,bend,,,TRUE
The magician bent the card.  ,The card was bent by the magician.,bend,,,TRUE
The teacher folded the paper.,The paper was folded by the teacher.,fold,,,TRUE
The child folded the shirt.,The shirt was folded by the child.,fold,,,TRUE
The chef folded the dough.,The dough was folded by the chef.,fold,,,TRUE
The artist folded the canvas.,The canvas was folded by the artist.,fold,,,TRUE
The assistant folded the menu.,The menu was folded by the assistant.,fold,,,TRUE
The mother folded the blanket.,The blanket was folded by the mother.,fold,,,TRUE
The student folded the notes.,The notes were folded by the student.,fold,,,TRUE
The friend folded the letter.,The letter was folded by the friend.,fold,,,TRUE
The tailor folded the garments.,The garments were folded by the tailor.,fold,,,TRUE
The team baked several loaves.,Several loaves were baked by the team.,bake,,,TRUE
The chef boiled the potatoes.,The potatoes were boiled by the chef.,boil,,,TRUE
The scientist boiled the water.,The water was boiled by the scientist.,boil,,,TRUE
The cook boiled the soup.,The soup was boiled by the cook.,boil,,,TRUE
The grandmother boiled the vegetables.,The vegetables were boiled by the grandmother.,boil,,,TRUE
The team boiled the samples.,The samples were boiled by the team.,boil,,,TRUE
The factory boiled the sugar.,The sugar was boiled by the factory.,boil,,,TRUE
The student boiled the rice.,The rice was boiled by the student.,boil,,,TRUE
The mother boiled the corn.,The corn was boiled by the mother.,boil,,,TRUE
Sarah cooked the vegetables.  ,The vegetables were cooked by Sarah.,cook,,,TRUE
A student cooked the chicken.  ,The chicken was cooked by a student.,cook,,,TRUE
The restaurant cooked the fish.  ,The fish was cooked by the restaurant.,cook,,,TRUE
The chef cooked the soup.  ,The soup was cooked by the chef.,cook,,,TRUE
A cook fried the chicken.,The chicken was fried by a cook.,fry,,,TRUE
The group fried the fish.,The fish was fried by the group.,fry,,,TRUE
A chef fried the vegetables.,The vegetables were fried by a chef.,fry,,,TRUE
The chef grilled the steak.  ,The steak was grilled by the chef.,grill,,,TRUE
The cook grilled the vegetables.  ,The vegetables were grilled by the cook.,grill,,,TRUE
The team grilled the burgers.  ,The burgers were grilled by the team.,grill,,,TRUE
A family grilled the chicken.  ,The chicken was grilled by a family.,grill,,,TRUE
The restaurant grilled the fish.  ,The fish was grilled by the restaurant.,grill,,,TRUE
The caterer grilled the shrimp.  ,The shrimp was grilled by the caterer.,grill,,,TRUE
The neighbor grilled the corn.  ,The corn was grilled by the neighbor.,grill,,,TRUE
The party host grilled the sausages.  ,The sausages were grilled by the party host.,grill,,,TRUE
The chef toasted the bread.,The bread was toasted by the chef.,toast,,,TRUE
The girl toasted the marshmallows.,The marshmallows were toasted by the girl.,toast,,,TRUE
The waiter toasted the restaurant's success.,The restaurant's success was toasted by the waiter.,toast,,?,TRUE
The family toasted the holiday together.,The holiday was toasted by the family together.,toast,,,TRUE
The team toasted the championship victory.,The championship victory was toasted by the team.,toast,,,TRUE
The host toasted the guests at the party.,The guests were toasted by the host at the party.,toast,,,TRUE
The students toasted the end of the school year.,The end of the school year was toasted by the students.,toast,,?,TRUE
The fire burned the wood.,The wood was burned by the fire.,burn,,,TRUE
The sun burned the grass.,The grass was burned by the sun.,burn,,,TRUE
The artist burned the canvas.,The canvas was burned by the artist.,burn,,,TRUE
The children burned the leaves.,The leaves were burned by the children.,burn,,,TRUE
The heat burned the hand.,The hand was burned by the heat.,burn,,,TRUE
The flames burned the building.,The building was burned by the flames.,burn,,,TRUE
The candle burned the wick.,The wick was burned by the candle.,burn,,,TRUE
The chef heated the soup.,The soup was heated by the chef.,heat,,,TRUE
The sun heated the pavement.,The pavement was heated by the sun.,heat,,,TRUE
The family heated the house.,The house was heated by the family.,heat,,,TRUE
The technician heated the metal.,The metal was heated by the technician.,heat,,,TRUE
The scientist heated the sample.,The sample was heated by the scientist.,heat,,,TRUE
The kettle heated the water.,The water was heated by the kettle.,heat,,,TRUE
The appliance heated the oil.,The oil was heated by the appliance.,heat,,,TRUE
The engineer heated the mixture.,The mixture was heated by the engineer.,heat,,,TRUE
The firefighter heated the metal bar.,The metal bar was heated by the firefighter.,heat,,,TRUE
The chef popped the corn.  ,The corn was popped by the chef.,pop,,,TRUE
The child popped the bubble.  ,The bubble was popped by the child.,pop,,,TRUE
The musician popped the string.  ,The string was popped by the musician.,pop,,,TRUE
The teacher popped the question.  ,The question was popped by the teacher.,pop,x,,TRUE
The photographer popped the flash.  ,The flash was popped by the photographer.,pop,,,TRUE
The team continued the project.,The project was continued by the team.,continue,,,TRUE
The teacher continued the lesson.,The lesson was continued by the teacher.,continue,,,TRUE
The committee continued the meeting.,The meeting was continued by the committee.,continue,,,TRUE
The children continued the game.,The game was continued by the children.,continue,,,TRUE
The artist continued the painting.,The painting was continued by the artist.,continue,,,TRUE
The writer continued the story.,The story was continued by the writer.,continue,,,TRUE
The dog finished the meal.,The meal was finished by the dog.,finish,,,TRUE
The student finished the assignment.,The assignment was finished by the student.,finish,,,TRUE
The athlete finished the race.,The race was finished by the athlete.,finish,,,TRUE
The chef finished the dish.,The dish was finished by the chef.,finish,,,TRUE
The team finished the project.,The project was finished by the team.,finish,,,TRUE
The artist finished the painting.,The painting was finished by the artist.,finish,,,TRUE
The child finished the book.,The book was finished by the child.,finish,,,TRUE
The worker finished the task.,The task was finished by the worker.,finish,,,TRUE
The musician finished the song.,The song was finished by the musician.,finish,,,TRUE
The children started the game.  ,The game was started by the children.,start,,,TRUE
The teacher started the lesson.  ,The lesson was started by the teacher.,start,,,TRUE
The engineer started the project.  ,The project was started by the engineer.,start,,,TRUE
The chef started the dinner.  ,The dinner was started by the chef.,start,,,TRUE
The team started the meeting.  ,The meeting was started by the team.,start,,,TRUE
The company started the campaign.  ,The campaign was started by the company.,start,,,TRUE
The coach started the training.  ,The training was started by the coach.,start,,,TRUE
The artist started the painting.  ,The painting was started by the artist.,start,,,TRUE
The student completed the assignment.  ,The assignment was completed by the student.,complete,,,TRUE
The team completed the project.  ,The project was completed by the team.,complete,,,TRUE
The artist completed the painting.  ,The painting was completed by the artist.,complete,,,TRUE
The manager completed the report.  ,The report was completed by the manager.,complete,,,TRUE
The chef completed the dish.  ,The dish was completed by the chef.,complete,,,TRUE
The child completed the puzzle.  ,The puzzle was completed by the child.,complete,,,TRUE
The group completed the task.  ,The task was completed by the group.,complete,,,TRUE
The athlete completed the marathon.  ,The marathon was completed by the athlete.,complete,,,TRUE
The author completed the novel.  ,The novel was completed by the author.,complete,,,TRUE
The photographer captured the sunset.,The sunset was captured by the photographer.,capture,,,TRUE
The soldier captured the enemy.,The enemy was captured by the soldier.,capture,,,TRUE
The team captured the championship trophy.,The championship trophy was captured by the team.,capture,,,TRUE
The detective captured the suspect.,The suspect was captured by the detective.,capture,,,TRUE
The scientist captured the data.,The data was captured by the scientist.,capture,,,TRUE
The fisherman captured the largest fish.,The largest fish was captured by the fisherman.,capture,,,TRUE
The author captured the essence of the story.,The essence of the story was captured by the author.,capture,,,TRUE
The firefighter rescued the cat.  ,The cat was rescued by the firefighter.,rescue,,,TRUE
The team rescued the stranded hikers.  ,The stranded hikers were rescued by the team.,rescue,,,TRUE
The police rescued the missing child.  ,The missing child was rescued by the police.,rescue,,,TRUE
The volunteers rescued the injured rabbit.  ,The injured rabbit was rescued by the volunteers.,rescue,,,TRUE
The coast guard rescued the lost sailor.  ,The lost sailor was rescued by the coast guard.,rescue,,,TRUE
The paramedics rescued the victim from the wreckage.  ,The victim was rescued from the wreckage by the paramedics.,rescue,,,TRUE
The children crushed the cans.,The cans were crushed by the children.,crush,,,TRUE
The storm crushed the old trees.,The old trees were crushed by the storm.,crush,,,TRUE
A team crushed the opponent's hopes.,The opponent's hopes were crushed by a team.,crush,,,TRUE
The waiter crushed the garlic.,The garlic was crushed by the waiter.,crush,,,TRUE
The mechanic crushed the faulty part.,The faulty part was crushed by the mechanic.,crush,,,TRUE
The athlete crushed the competition.,The competition was crushed by the athlete.,crush,,,TRUE
A factory crushed the metal scraps.,The metal scraps were crushed by a factory.,crush,,,TRUE
The gardener crushed the fallen leaves.,The fallen leaves were crushed by the gardener.,crush,,,TRUE
The horse crushed the fallen branches.,The fallen branches were crushed by the horse.,crush,,,TRUE
The child dropped the ball.,The ball was dropped by the child.,drop,,,TRUE
A worker dropped the package.,The package was dropped by a worker.,drop,,,TRUE
The cat dropped the toy.,The toy was dropped by the cat.,drop,,,TRUE
The student dropped the pen.,The pen was dropped by the student.,drop,,,TRUE
The chef dropped the dish.,The dish was dropped by the chef.,drop,,,TRUE
The gardener dropped the seeds.,The seeds were dropped by the gardener.,drop,,,TRUE
The waiter dropped the glass.,The glass was dropped by the waiter.,drop,,,TRUE
The lady dropped the keys.,The keys were dropped by the lady.,drop,,,TRUE
The child dropped the ice cream.,The ice cream was dropped by the child.,drop,,,TRUE
The workers hoisted the flag.,The flag was hoisted by the workers.,hoist,,,TRUE
The team hoisted the trophy.,The trophy was hoisted by the team.,hoist,,,TRUE
The crane hoisted the load.,The load was hoisted by the crane.,hoist,,,TRUE
The crew hoisted the sail.,The sail was hoisted by the crew.,hoist,,,TRUE
The men hoisted the sign.,The sign was hoisted by the men.,hoist,,,TRUE
The technician hoisted the equipment.,The equipment was hoisted by the technician.,hoist,,,TRUE
The soldiers hoisted the banner.,The banner was hoisted by the soldiers.,hoist,,,TRUE
The volunteers hoisted the canvas.,The canvas was hoisted by the volunteers.,hoist,,,TRUE
The operator hoisted the platform.,The platform was hoisted by the operator.,hoist,,,TRUE
The child lifted the heavy box.  ,The heavy box was lifted by the child.,lift,,,TRUE
The athlete lifted the trophy.  ,The trophy was lifted by the athlete.,lift,,,TRUE
The worker lifted the crate.  ,The crate was lifted by the worker.,lift,,,TRUE
The trainer lifted the weights.  ,The weights were lifted by the trainer.,lift,,,TRUE
The robot lifted the arm.  ,The arm was lifted by the robot.,lift,,,TRUE
The engineer lifted the blueprint.  ,The blueprint was lifted by the engineer.,lift,,,TRUE
The musician lifted the guitar.  ,The guitar was lifted by the musician.,lift,,,TRUE
The knight lifted the sword.  ,The sword was lifted by the knight.,lift,,,TRUE
The student lifted the backpack.  ,The backpack was lifted by the student.,lift,,,TRUE
The technician lowered the machine.,The machine was lowered by the technician.,lower,,,TRUE
The teacher lowered the flag.,The flag was lowered by the teacher.,lower,,,TRUE
The coach lowered the expectations.,The expectations were lowered by the coach.,lower,,,TRUE
The engineer lowered the bridge.,The bridge was lowered by the engineer.,lower,,,TRUE
The artist lowered the canvas.,The canvas was lowered by the artist.,lower,,,TRUE
The gardener lowered the stakes.,The stakes were lowered by the gardener.,lower,,,TRUE
The manager lowered the prices.,The prices were lowered by the manager.,lower,,,TRUE
The parent lowered the volume.,The volume was lowered by the parent.,lower,,,TRUE
The captain lowered the sails.,The sails were lowered by the captain.,lower,,,TRUE
The artist raised the painting.  ,The painting was raised by the artist.,raise,,,TRUE
The child spun the top.,The top was spun by the child.,spin,,,TRUE
The dancer spun the partner.,The partner was spun by the dancer.,spin,,,TRUE
The wind spun the leaves.,The leaves were spun by the wind.,spin,,,TRUE
The artist spun the clay.,The clay was spun by the artist.,spin,,,TRUE
The mechanic spun the wheel.,The wheel was spun by the mechanic.,spin,,,TRUE
The chef spun the salad.,The salad was spun by the chef.,spin,,,TRUE
The magician spun the coin.,The coin was spun by the magician.,spin,,,TRUE
The athlete spun the discus.,The discus was spun by the athlete.,spin,,,TRUE
The DJ spun the records.,The records were spun by the DJ.,spin,,,TRUE
The paint splattered the wall.  ,The wall was splattered by the paint.,splatter,,,TRUE
The mud splattered the car.  ,The car was splattered by the mud.,splatter,,,TRUE
The rain splattered the window.  ,The window was splattered by the rain.,splatter,,,TRUE
The sauce splattered the counter.  ,The counter was splattered by the sauce.,splatter,,,TRUE
The watermelon splattered the floor.  ,The floor was splattered by the watermelon.,splatter,,,TRUE
The ink splattered the paper.  ,The paper was splattered by the ink.,splatter,,,TRUE
The mud splattered the clothes.  ,The clothes were splattered by the mud.,splatter,,,TRUE
The juice splattered the table.  ,The table was splattered by the juice.,splatter,,,TRUE
The food splattered the chef.  ,The chef was splattered by the food.,splatter,,,TRUE
The child splashed the water.  ,The water was splashed by the child.,splash,,,TRUE
The dog splashed the dirt.  ,The dirt was splashed by the dog.,splash,,,TRUE
The wave splashed the rocks.  ,The rocks were splashed by the wave.,splash,,,TRUE
The fisherman splashed the bait.  ,The bait was splashed by the fisherman.,splash,,,TRUE
The rain splashed the street.  ,The street was splashed by the rain.,splash,,,TRUE
The car splashed the puddle.  ,The puddle was splashed by the car.,splash,,,TRUE
The bird splashed the pond.  ,The pond was splashed by the bird.,splash,,,TRUE
The hose splashed the flowers.  ,The flowers were splashed by the hose.,splash,,,TRUE
The athlete splashed the pool.  ,The pool was splashed by the athlete.,splash,,,TRUE
The gardener sprayed the flowers.  ,The flowers were sprayed by the gardener.,spray,,,TRUE
The chef sprayed the oil.  ,The oil was sprayed by the chef.,spray,,,TRUE
A worker sprayed the water.  ,The water was sprayed by a worker.,spray,,,TRUE
The child sprayed the sidewalk.  ,The sidewalk was sprayed by the child.,spray,,,TRUE
The technician sprayed the equipment.  ,The equipment was sprayed by the technician.,spray,,,TRUE
The teacher sprayed the board.  ,The board was sprayed by the teacher.,spray,,,TRUE
A developer sprayed the wall.  ,The wall was sprayed by a developer.,spray,,,TRUE
The team sprayed the players.  ,The players were sprayed by the team.,spray,,,TRUE
The artist covered the canvas.,The canvas was covered by the artist.,cover,,,TRUE
The blanket covered the bed.,The bed was covered by the blanket.,cover,,,TRUE
The leaves covered the ground.,The ground was covered by the leaves.,cover,,,TRUE
The snow covered the street.,The street was covered by the snow.,cover,,,TRUE
The paint covered the wall.,The wall was covered by the paint.,cover,,,TRUE
The fog covered the valley.,The valley was covered by the fog.,cover,,,TRUE
The tarp covered the equipment.,The equipment was covered by the tarp.,cover,,,TRUE
The gum covered the sidewalk.,The sidewalk was covered by the gum.,cover,,,TRUE
The plant covered the rock.,The rock was covered by the plant.,cover,,,TRUE
The sponge soaked the water.,The water was soaked by the sponge.,soak,,,TRUE
The shirt soaked the detergent.,The detergent was soaked by the shirt.,soak,x,?,TRUE
The cloth soaked the spill.,The spill was soaked by the cloth.,soak,x,,TRUE
The gardener soaked the plants.,The plants were soaked by the gardener.,soak,,,TRUE
The towel soaked the rain.,The rain was soaked by the towel.,soak,,,TRUE
The wood soaked the oil.,The oil was soaked by the wood.,soak,,,TRUE
The fabric soaked the dye.,The dye was soaked by the fabric.,soak,,,TRUE
The ground soaked the rainwater.,The rainwater was soaked by the ground.,soak,,,TRUE
The cat trapped the mouse.  ,The mouse was trapped by the cat.,trap,,,TRUE
The researcher trapped the data.  ,The data was trapped by the researcher.,trap,,,TRUE
The player trapped the ball.  ,The ball was trapped by the player.,trap,,,TRUE
The artist trapped the light.  ,The light was trapped by the artist.,trap,,,TRUE
The technician removed the old battery.,The old battery was removed by the technician.,remove,,,TRUE
The gardener removed the weeds.,The weeds were removed by the gardener.,remove,,,TRUE
The committee removed the outdated policy.,The outdated policy was removed by the committee.,remove,,,TRUE
The engineer removed the faulty component.,The faulty component was removed by the engineer.,remove,,,TRUE
The teacher removed the distractions.,The distractions were removed by the teacher.,remove,,,TRUE
The team removed the obstacles.,The obstacles were removed by the team.,remove,,,TRUE
The artist removed the excess paint.,The excess paint was removed by the artist.,remove,,,TRUE
The staff removed the clutter.,The clutter was removed by the staff.,remove,,,TRUE
The owner removed the broken sign.,The broken sign was removed by the owner.,remove,,,TRUE
The school expelled the troublemaker.,The troublemaker was expelled by the school.,expel,,,TRUE
The organization expelled the suspect.,The suspect was expelled by the organization.,expel,,,TRUE
The government expelled the diplomats.,The diplomats were expelled by the government.,expel,,,TRUE
The team expelled the coach.,The coach was expelled by the team.,expel,,,TRUE
The council expelled the disruptive resident.,The disruptive resident was expelled by the council.,expel,,,TRUE
The authorities expelled the journalist.,The journalist was expelled by the authorities.,expel,,,TRUE
The university expelled the student.,The student was expelled by the university.,expel,,,TRUE
The child cleaned the room.,The room was cleaned by the child.,clean,,,TRUE
A woman cleaned the kitchen.,The kitchen was cleaned by a woman.,clean,,,TRUE
The team cleaned the park.,The park was cleaned by the team.,clean,,,TRUE
The maid cleaned the windows.,The windows were cleaned by the maid.,clean,,,TRUE
The worker cleaned the floor.,The floor was cleaned by the worker.,clean,,,TRUE
A student cleaned the desk.,The desk was cleaned by a student.,clean,,,TRUE
The dog cleaned the bowl.,The bowl was cleaned by the dog.,clean,,,TRUE
The chef cleaned the counter.,The counter was cleaned by the chef.,clean,,,TRUE
The family cleaned the garage.,The garage was cleaned by the family.,clean,,,TRUE
The child washed the car.,The car was washed by the child.,wash,,,TRUE
The woman washed the dishes.,The dishes were washed by the woman.,wash,,,TRUE
The gardener washed the tools.,The tools were washed by the gardener.,wash,,,TRUE
The artist washed the brushes.,The brushes were washed by the artist.,wash,,,TRUE
The chef washed the vegetables.,The vegetables were washed by the chef.,wash,,,TRUE
The technician washed the equipment.,The equipment was washed by the technician.,wash,,,TRUE
The student washed the uniform.,The uniform was washed by the student.,wash,,,TRUE
The dog washed the paws.,The paws were washed by the dog.,wash,x,,TRUE
The family washed the clothes.,The clothes were washed by the family.,wash,,,TRUE
The child wiped the table.  ,The table was wiped by the child.,wipe,,,TRUE
A worker wiped the window.  ,The window was wiped by a worker.,wipe,,,TRUE
The chef wiped the counter.  ,The counter was wiped by the chef.,wipe,,,TRUE
The student wiped the board.  ,The board was wiped by the student.,wipe,,,TRUE
The artist wiped the canvas.  ,The canvas was wiped by the artist.,wipe,,,TRUE
The mother wiped the car.  ,The car was wiped by the mother.,wipe,,,TRUE
An employee wiped the screen.  ,The screen was wiped by an employee.,wipe,,,TRUE
The teacher wiped the chalkboard.  ,The chalkboard was wiped by the teacher.,wipe,,,TRUE
The mechanic wiped the engine.  ,The engine was wiped by the mechanic.,wipe,,,TRUE
The car moved the boxes.,The boxes were moved by the car.,move,,,TRUE
The team moved the furniture.,The furniture was moved by the team.,move,,,TRUE
The child moved the toy. ,The toy was moved by the child.,move,,,TRUE
The truck moved the supplies.,The supplies were moved by the truck.,move,,,TRUE
The worker moved the files.,The files were moved by the worker.,move,,,TRUE
The dancers moved the stage.,The stage was moved by the dancers.,move,,,TRUE
The officials moved the barriers.,The barriers were moved by the officials.,move,,,TRUE
The students moved the desks.,The desks were moved by the students.,move,,,TRUE
The cat moved the paper.,The paper was moved by the cat.,move,,,TRUE
The child rolled the ball.,The ball was rolled by the child.,roll,,,TRUE
The baker rolled the dough.,The dough was rolled by the baker.,roll,,,TRUE
The dog rolled the blanket.,The blanket was rolled by the dog.,roll,x,,TRUE
The teacher rolled the paper.,The paper was rolled by the teacher.,roll,x,,TRUE
The athlete rolled the tire.,The tire was rolled by the athlete.,roll,,,TRUE
The car rolled the highway.,The highway was rolled by the car.,roll,x,,TRUE
The player rolled the dice.,The dice were rolled by the player.,roll,,,TRUE
The chef rolled the sushi.,The sushi was rolled by the chef.,roll,,,TRUE
The artist rolled the paint.,The paint was rolled by the artist.,roll,x,,TRUE
The child slid down the slide.,The slide was slid down by the child.,slide,,x,TRUE
The car slid across the ice.,The ice was slid across by the car.,slide,,,TRUE
The book slid off the table.,The table was slid off by the book.,slide,,,TRUE
The paper slid under the door.,The door was slid under by the paper.,slide,,,TRUE
The box slid to the edge of the shelf.,The edge of the shelf was slid to by the box.,slide,x,,TRUE
The dog slid through the mud.,The mud was slid through by the dog.,slide,x,,TRUE
The sled slid down the hill.,The hill was slid down by the sled.,slide,x,,TRUE
The child carried the backpack.,The backpack was carried by the child.,carry,,,TRUE
The delivery driver carried the package.,The package was carried by the delivery driver.,carry,,,TRUE
The gardener carried the tools.,The tools were carried by the gardener.,carry,,,TRUE
An athlete carried the trophy.,The trophy was carried by an athlete.,carry,,,TRUE
The waiter carried the drinks.,The drinks were carried by the waiter.,carry,,,TRUE
The soldier carried the flag.,The flag was carried by the soldier.,carry,,,TRUE
The teacher carried the books.,The books were carried by the teacher.,carry,,,TRUE
A friend carried the groceries.,The groceries were carried by a friend.,carry,,,TRUE
The dog dragged the bone.  ,The bone was dragged by the dog.,drag,,,TRUE
The child dragged the toy.  ,The toy was dragged by the child.,drag,,,TRUE
The worker dragged the cart.  ,The cart was dragged by the worker.,drag,,,TRUE
The athlete dragged the heavy sled.  ,The heavy sled was dragged by the athlete.,drag,,,TRUE
The wind dragged the leaves.  ,The leaves were dragged by the wind.,drag,,,TRUE
The student dragged the backpack.  ,The backpack was dragged by the student.,drag,,,TRUE
The thief dragged the suitcase.  ,The suitcase was dragged by the thief.,drag,,,TRUE
The farmer dragged the plow.  ,The plow was dragged by the farmer.,drag,,,TRUE
The team dragged the flag.  ,The flag was dragged by the team.,drag,,,TRUE
The child pulled the wagon.  ,The wagon was pulled by the child.,pull,,,TRUE
The farmer pulled the weeds.  ,The weeds were pulled by the farmer.,pull,,,TRUE
The mechanic pulled the engine.  ,The engine was pulled by the mechanic.,pull,,,TRUE
The teacher pulled the book from the shelf.  ,The book was pulled from the shelf by the teacher.,pull,,,TRUE
The athlete pulled the rope.  ,The rope was pulled by the athlete.,pull,,,TRUE
The dog pulled the leash.  ,The leash was pulled by the dog.,pull,,,TRUE
The artist pulled the canvas closer.  ,The canvas was pulled closer by the artist.,pull,,,TRUE
The player pulled the card from the deck.  ,The card was pulled from the deck by the player.,pull,,,TRUE
The soldier pulled the trigger.  ,The trigger was pulled by the soldier.,pull,,,TRUE
The child pushed the door.,The door was pushed by the child.,push,,,TRUE
A worker pushed the cart.,The cart was pushed by a worker.,push,,,TRUE
