Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
praise,V238,1b,(a) Agent-Patient,Marge was praised by Homer.,Homer praised Marge.,-37.77619552612305,-43.71186828613281,5.935672760009766
predict,V420,1b,(d) Other Passivizable,The outcome was predicted by Homer.,Homer predicted the outcome.,-29.302310943603516,-37.232398986816406,7.930088043212891
proclaim,V419,1a,(d) Other Passivizable,The truth was proclaimed by Homer.,Homer proclaimed the truth.,-34.777896881103516,-39.69127655029297,4.913379669189453
propose,V105,1a,(a) Agent-Patient,The toast was proposed by Homer.,Homer proposed the toast.,-34.343910217285156,-41.64414978027344,7.300239562988281
prove,V409,1a,(d) Other Passivizable,The theory was proven by Homer.,Homer proved the theory.,-36.206607818603516,-35.228572845458984,-0.9780349731445312
provoke,V328,1b,(b) Theme-Experiencer,Marge was provoked by Homer.,Homer provoked Marge.,-42.49587631225586,-44.36547088623047,1.8695945739746094
pull,V181,1a,(a) Agent-Patient,Marge was pulled by Homer.,Homer pulled Marge.,-39.10124588012695,-43.18751907348633,4.086273193359375
punch,V201,1a,(a) Agent-Patient,Marge was punched by Homer.,Homer punched Marge.,-42.465511322021484,-45.59803771972656,3.132526397705078
punish,V244,1a,(a) Agent-Patient,Marge was punished by Homer.,Homer punished Marge.,-44.3685302734375,-45.0029411315918,0.6344108581542969
pursue,V291,1a,(a) Agent-Patient,Marge was pursued by Homer.,Homer pursued Marge.,-42.12366485595703,-43.88641357421875,1.7627487182617188
push,V182,1b,(a) Agent-Patient,Marge was pushed by Homer.,Homer pushed Marge.,-38.362205505371094,-45.712894439697266,7.350688934326172
puzzle,V329,1a,(b) Theme-Experiencer,Marge was puzzled by Homer.,Homer puzzled Marge.,-40.24360656738281,-44.171958923339844,3.9283523559570312
quarrel with,V251,1a,(a) Agent-Patient,Marge was quarrelled with by Homer.,Homer quarrelled with Marge.,-48.243797302246094,-57.78759002685547,9.543792724609375
quote,V089,1b,(a) Agent-Patient,The speech was quoted by Homer.,Homer quoted the speech.,-36.75434875488281,-35.00286102294922,-1.7514877319335938
race,V288,1a,(a) Agent-Patient,Marge was raced by Homer.,Homer raced Marge.,-45.700523376464844,-47.09016418457031,1.3896408081054688
raise,V162,1a,(a) Agent-Patient,Marge was raised by Homer.,Homer raised Marge.,-42.154048919677734,-38.709205627441406,-3.444843292236328
read,V090,1a,(a) Agent-Patient,The paper was read by Homer.,Homer read the paper.,-31.70648193359375,-33.10029602050781,1.3938140869140625
reassure,V330,1b,(b) Theme-Experiencer,Marge was reassured by Homer.,Homer reassured Marge.,-42.796775817871094,-50.343772888183594,7.5469970703125
receive,V400,1a,(d) Other Passivizable,The present was received by Homer.,Homer received the present.,-34.395263671875,-39.272117614746094,4.876853942871094
recite,V091,1b,(a) Agent-Patient,The prayer was recited by Homer.,Homer recited the prayer.,-41.8056640625,-34.541748046875,-7.263916015625
recognize,V361,1b,(c) Experiencer-Theme,Marge was recognized by Homer.,Homer recognized Marge.,-43.61740493774414,-44.521488189697266,0.904083251953125
record,V215,1a,(a) Agent-Patient,Marge was recorded by Homer.,Homer recorded Marge.,-48.8123893737793,-41.59709930419922,-7.215290069580078
remember,V362,1b,(c) Experiencer-Theme,Marge was remembered by Homer.,Homer remembered Marge.,-37.55181884765625,-46.39274597167969,8.840927124023438
remove,V171,1b,(a) Agent-Patient,Marge was removed by Homer.,Homer removed Marge.,-38.55278396606445,-43.739601135253906,5.186817169189453
repeat,V106,1b,(a) Agent-Patient,The claim was repeated by Homer.,Homer repeated the claim.,-30.218088150024414,-34.88730239868164,4.669214248657227
report,V107,1a,(a) Agent-Patient,The event was reported by Homer.,Homer reported the event.,-30.63951873779297,-31.39849853515625,0.7589797973632812
repulse,V331,1a,(b) Theme-Experiencer,Marge was repulsed by Homer.,Homer repulsed Marge.,-46.26288604736328,-46.78008270263672,0.5171966552734375
rescue,V155,1b,(a) Agent-Patient,Marge was rescued by Homer.,Homer rescued Marge.,-36.8684196472168,-40.40629959106445,3.5378799438476562
resent,V393,1b,(c) Experiencer-Theme,Marge was resented by Homer.,Homer resented Marge.,-41.8924446105957,-51.74275207519531,9.85030746459961
respect,V377,1b,(c) Experiencer-Theme,Marge was respected by Homer.,Homer respected Marge.,-43.45024490356445,-45.86634063720703,2.416095733642578
reveal,V421,1a,(d) Other Passivizable,The decision was revealed by Homer.,Homer revealed the decision.,-34.91807174682617,-38.14503860473633,3.2269668579101562
reward,V231,1b,(a) Agent-Patient,Marge was rewarded by Homer.,Homer rewarded Marge.,-42.25927734375,-44.910343170166016,2.6510658264160156
rinse,V022,1b,(a) Agent-Patient,The vase was rinsed by Homer.,Homer rinsed the vase.,-42.48603439331055,-51.13125228881836,8.645217895507812
rip,V128,1b,(a) Agent-Patient,The T-shirt was ripped by Homer.,Homer ripped the T-shirt.,-33.87255859375,-41.341957092285156,7.469398498535156
roar,V097,1b,(a) Agent-Patient,The insult was roared by Homer.,Homer roared the insult.,-43.32353973388672,-44.508853912353516,1.1853141784667969
rob,V230,1a,(a) Agent-Patient,Marge was robbed by Homer.,Homer robbed Marge.,-46.28471374511719,-46.25152587890625,-0.0331878662109375
roll,V177,1a,(a) Agent-Patient,Marge was rolled by Homer.,Homer rolled Marge.,-43.52907943725586,-47.254371643066406,3.725292205810547
row,V031,1a,(a) Agent-Patient,The boat was rowed by Homer.,Homer rowed the boat.,-43.911800384521484,-42.661346435546875,-1.2504539489746094
ruin,V123,1a,(a) Agent-Patient,The sofa was ruined by Homer.,Homer ruined the sofa.,-33.612464904785156,-39.66261672973633,6.050151824951172
sadden,V332,1b,(b) Theme-Experiencer,Marge was saddened by Homer.,Homer saddened Marge.,-48.35375213623047,-49.128665924072266,0.7749137878417969
sing,V086,1b,(a) Agent-Patient,The song was sung by Homer.,Homer sang the song.,-29.968910217285156,-29.556758880615234,-0.4121513366699219
see,V351,1a,(c) Experiencer-Theme,Marge was seen by Homer.,Homer saw Marge.,-36.86646270751953,-45.668212890625,8.801750183105469
saw,V044,1a,(a) Agent-Patient,The wood was sawn by Homer.,Homer sawed the wood.,-44.562129974365234,-43.58949279785156,-0.9726371765136719
scare,V333,1a,(b) Theme-Experiencer,Marge was scared by Homer.,Homer scared Marge.,-35.80370330810547,-46.92491149902344,11.121208190917969
scold,V245,1b,(a) Agent-Patient,Marge was scolded by Homer.,Homer scolded Marge.,-38.62992477416992,-43.890235900878906,5.260311126708984
scoop,V007,1b,(a) Agent-Patient,The ice-cream was scooped by Homer.,Homer scooped the ice-cream.,-39.8809814453125,-43.787506103515625,3.906524658203125
scratch,V202,1b,(a) Agent-Patient,Marge was scratched by Homer.,Homer scratched Marge.,-42.985443115234375,-44.66622543334961,1.6807823181152344
scream,V098,1a,(a) Agent-Patient,The warning was screamed by Homer.,Homer screamed the warning.,-36.56609344482422,-45.353763580322266,8.787670135498047
seal,V052,1b,(a) Agent-Patient,The envelope was sealed by Homer.,Homer sealed the envelope.,-33.737831115722656,-37.62322235107422,3.8853912353515625
search,V087,1b,(a) Agent-Patient,The area was searched by Homer.,Homer searched the area.,-31.239336013793945,-34.71321105957031,3.473875045776367
seize,V036,1b,(a) Agent-Patient,The note was seized by Homer.,Homer seized the note.,-36.56410217285156,-38.84123229980469,2.277130126953125
sense,V352,1b,(c) Experiencer-Theme,Marge was sensed by Homer.,Homer sensed Marge.,-44.48271942138672,-48.37844467163086,3.8957252502441406
send,V027,1a,(a) Agent-Patient,The parcel was sent by Homer.,Homer sent the parcel.,-32.20344543457031,-39.68732452392578,7.483879089355469
sew,V072,1b,(a) Agent-Patient,The cushion was sewn by Homer.,Homer sewed the cushion.,-43.2000732421875,-47.83645248413086,4.636379241943359
shadow,V292,1b,(a) Agent-Patient,Marge was shadowed by Homer.,Homer shadowed Marge.,-42.05229949951172,-44.46992874145508,2.4176292419433594
shatter,V129,1a,(a) Agent-Patient,The window was shattered by Homer.,Homer shattered the window.,-30.46358871459961,-38.374481201171875,7.910892486572266
shock,V334,1b,(b) Theme-Experiencer,Marge was shocked by Homer.,Homer shocked Marge.,-39.50724792480469,-45.57415771484375,6.0669097900390625
shake,V216,1b,(a) Agent-Patient,Marge was shaken by Homer.,Homer shook Marge.,-40.75074768066406,-47.59242630004883,6.841678619384766
shoot,V221,1b,(a) Agent-Patient,Marge was shot by Homer.,Homer shot Marge.,-39.22930908203125,-42.27235412597656,3.0430450439453125
shout,V099,1b,(a) Agent-Patient,The answer was shouted by Homer.,Homer shouted the answer.,-38.92012023925781,-42.013343811035156,3.0932235717773438
shove,V183,1a,(a) Agent-Patient,Marge was shoved by Homer.,Homer shoved Marge.,-40.29814529418945,-47.396148681640625,7.098003387451172
shovel,V008,1a,(a) Agent-Patient,The snow was shovelled by Homer.,Homer shovelled the snow.,-41.43284225463867,-46.197330474853516,4.764488220214844
show,V422,1b,(d) Other Passivizable,The method was shown by Homer.,Homer showed the method.,-33.760738372802734,-33.30876159667969,-0.4519767761230469
shrink,V146,1a,(a) Agent-Patient,The sock was shrunk by Homer.,Homer shrank the sock.,-45.95372009277344,-46.85882568359375,0.9051055908203125
sicken,V335,1a,(b) Theme-Experiencer,Marge was sickened by Homer.,Homer sickened Marge.,-42.207237243652344,-48.22142791748047,6.014190673828125
sign,V062,1a,(a) Agent-Patient,The sheet was signed by Homer.,Homer signed the sheet.,-34.228450775146484,-35.7327766418457,1.5043258666992188
sip,V112,1a,(a) Agent-Patient,The drink was sipped by Homer.,Homer sipped the drink.,-33.15076446533203,-44.46648025512695,11.315715789794922
sketch,V064,1a,(a) Agent-Patient,The drawing was sketched by Homer.,Homer sketched the drawing.,-36.25508499145508,-37.84528350830078,1.5901985168457031
slap,V194,1b,(a) Agent-Patient,Marge was slapped by Homer.,Homer slapped Marge.,-47.28767395019531,-46.46106719970703,-0.8266067504882812
slay,V280,1a,(a) Agent-Patient,Marge was slain by Homer.,Homer slayed Marge.,-47.73699951171875,-44.51869201660156,-3.2183074951171875
slice,V048,1b,(a) Agent-Patient,The bread was sliced by Homer.,Homer sliced the bread.,-38.500762939453125,-38.925376892089844,0.42461395263671875
slide,V178,1b,(a) Agent-Patient,Marge was slid by Homer.,Homer slid Marge.,-51.42604064941406,-53.72007751464844,2.294036865234375
slurp,V113,1b,(a) Agent-Patient,The soup was slurped by Homer.,Homer slurped the soup.,-45.371726989746094,-43.92915344238281,-1.4425735473632812
smash,V130,1b,(a) Agent-Patient,The plate was smashed by Homer.,Homer smashed the plate.,-36.91411209106445,-36.576072692871094,-0.3380393981933594
smell,V353,1a,(c) Experiencer-Theme,Marge was smelt by Homer.,Homer smelt Marge.,-42.9311637878418,-51.83619689941406,8.905033111572266
snap,V131,1a,(a) Agent-Patient,The ruler was snapped by Homer.,Homer snapped the ruler.,-37.78170394897461,-40.56449508666992,2.7827911376953125
soak,V169,1b,(a) Agent-Patient,Marge was soaked by Homer.,Homer soaked Marge.,-47.56440734863281,-50.18441390991211,2.620006561279297
sell,V032,1a,(a) Agent-Patient,The car was sold by Homer.,Homer sold the car.,-30.794321060180664,-33.650856018066406,2.856534957885742
spy on,V364,1b,(c) Experiencer-Theme,Marge was spied on by Homer.,Homer spied on Marge.,-44.89273452758789,-45.77049255371094,0.8777580261230469
spill,V010,1a,(a) Agent-Patient,The juice was spilt by Homer.,Homer spilt the juice.,-46.7640266418457,-44.06822967529297,-2.6957969665527344
splash,V165,1b,(a) Agent-Patient,Marge was splashed by Homer.,Homer splashed Marge.,-47.02122116088867,-47.30813217163086,0.2869110107421875
splatter,V164,1a,(a) Agent-Patient,Marge was splattered by Homer.,Homer splattered Marge.,-50.9713134765625,-50.47648620605469,-0.4948272705078125
split,V132,1a,(a) Agent-Patient,The shirt was split by Homer.,Homer split the shirt.,-40.385169982910156,-44.66105270385742,4.275882720947266
speak to,V263,1b,(a) Agent-Patient,Marge was spoken to by Homer.,Homer spoke to Marge.,-35.294471740722656,-43.304649353027344,8.010177612304688
spot,V363,1a,(c) Experiencer-Theme,Marge was spotted by Homer.,Homer spotted Marge.,-37.52941131591797,-41.92279052734375,4.393379211425781
spray,V166,1a,(a) Agent-Patient,Marge was sprayed by Homer.,Homer sprayed Marge.,-47.05852127075195,-45.994850158691406,-1.0636711120605469
spin,V163,1b,(a) Agent-Patient,Marge was spun by Homer.,Homer spun Marge.,-44.18840789794922,-46.01201629638672,1.8236083984375
squabble with,V252,1b,(a) Agent-Patient,Marge was squabbled with by Homer.,Homer squabbled with Marge.,-40.2672004699707,-54.73118209838867,14.463981628417969
squash,V217,1a,(a) Agent-Patient,Marge was squashed by Homer.,Homer squashed Marge.,-40.73821258544922,-44.000221252441406,3.2620086669921875
squeeze,V218,1b,(a) Agent-Patient,Marge was squeezed by Homer.,Homer squeezed Marge.,-46.955406188964844,-47.765411376953125,0.8100051879882812
squirt,V167,1b,(a) Agent-Patient,Marge was squirted by Homer.,Homer squirted Marge.,-45.13154602050781,-49.62481689453125,4.4932708740234375
squish,V219,1a,(a) Agent-Patient,Marge was squished by Homer.,Homer squished Marge.,-45.166622161865234,-50.28651809692383,5.119895935058594
stab,V283,1a,(a) Agent-Patient,Marge was stabbed by Homer.,Homer stabbed Marge.,-43.74106216430664,-45.23348617553711,1.4924240112304688
stain,V014,1b,(a) Agent-Patient,The tablecloth was stained by Homer.,Homer stained the tablecloth.,-47.20341110229492,-46.90531921386719,-0.2980918884277344
stammer,V100,1a,(a) Agent-Patient,The apology was stammered by Homer.,Homer stammered the apology.,-42.3072395324707,-46.09625244140625,3.789012908935547
staple,V053,1a,(a) Agent-Patient,The paper was stapled by Homer.,Homer stapled the paper.,-39.78172302246094,-48.190887451171875,8.409164428710938
stare at,V369,1b,(c) Experiencer-Theme,Marge was stared at by Homer.,Homer stared at Marge.,-37.73646926879883,-46.43384552001953,8.697376251220703
start,V152,1b,(a) Agent-Patient,The game was started by Homer.,Homer started the game.,-28.481796264648438,-30.689075469970703,2.2072792053222656
startle,V336,1b,(b) Theme-Experiencer,Marge was startled by Homer.,Homer startled Marge.,-41.28388977050781,-44.6098518371582,3.3259620666503906
steal,V024,1b,(a) Agent-Patient,The necklace was stolen by Homer.,Homer stole the necklace.,-38.230690002441406,-39.048248291015625,0.8175582885742188
stop,V226,1a,(a) Agent-Patient,Marge was stopped by Homer.,Homer stopped Marge.,-39.12963104248047,-42.16225814819336,3.0326271057128906
store,V042,1b,(a) Agent-Patient,The food was stored by Homer.,Homer stored the food.,-35.803466796875,-39.49742889404297,3.6939620971679688
strangle,V284,1b,(a) Agent-Patient,Marge was strangled by Homer.,Homer strangled Marge.,-44.074607849121094,-44.418190002441406,0.3435821533203125
stroke,V207,1b,(a) Agent-Patient,Marge was stroked by Homer.,Homer stroked Marge.,-49.99891662597656,-50.2628173828125,0.2639007568359375
study,V039,1b,(a) Agent-Patient,The book was studied by Homer.,Homer studied the book.,-32.46690368652344,-34.83876037597656,2.371856689453125
stun,V337,1a,(b) Theme-Experiencer,Marge was stunned by Homer.,Homer stunned Marge.,-40.3231201171875,-44.810157775878906,4.487037658691406
succumb to,V403,1b,(d) Other Passivizable,The disease was succumbed to by Homer.,Homer succumbed to the disease.,-29.925214767456055,-51.344215393066406,21.41900062561035
suck,V114,1a,(a) Agent-Patient,The sweet was sucked by Homer.,Homer sucked the sweet.,-36.248779296875,-50.151153564453125,13.902374267578125
suffocate,V285,1a,(a) Agent-Patient,Marge was suffocated by Homer.,Homer suffocated Marge.,-48.645572662353516,-51.302284240722656,2.6567115783691406
suggest,V423,1a,(d) Other Passivizable,The visit was suggested by Homer.,Homer suggested the visit.,-32.71227264404297,-37.22731018066406,4.515037536621094
support,V378,1a,(c) Experiencer-Theme,Marge was supported by Homer.,Homer supported Marge.,-39.20726776123047,-43.451416015625,4.244148254394531
surprise,V338,1b,(b) Theme-Experiencer,Marge was surprised by Homer.,Homer surprised Marge.,-38.95391082763672,-44.227684020996094,5.273773193359375
swallow,V117,1b,(a) Agent-Patient,The gum was swallowed by Homer.,Homer swallowed the gum.,-33.7674560546875,-39.00892639160156,5.2414703369140625
sweep,V023,1a,(a) Agent-Patient,The floor was swept by Homer.,Homer swept the floor.,-30.45470428466797,-41.25870132446289,10.803997039794922
tail,V293,1a,(a) Agent-Patient,Marge was tailed by Homer.,Homer tailed Marge.,-46.216636657714844,-47.80380630493164,1.5871696472167969
talk to,V264,1a,(a) Agent-Patient,Marge was talked to by Homer.,Homer talked to Marge.,-35.728118896484375,-45.662784576416016,9.93466567993164
tap,V195,1a,(a) Agent-Patient,Marge was tapped by Homer.,Homer tapped Marge.,-43.2252311706543,-44.3723258972168,1.1470947265625
taste,V397,1b,(c) Experiencer-Theme,The soup was tasted by Homer.,Homer tasted the soup.,-37.614723205566406,-39.40430450439453,1.789581298828125
teach,V227,1a,(a) Agent-Patient,Marge was taught by Homer.,Homer taught Marge.,-38.917842864990234,-42.986167907714844,4.068325042724609
tease,V339,1b,(b) Theme-Experiencer,Marge was teased by Homer.,Homer teased Marge.,-40.842857360839844,-45.4183349609375,4.575477600097656
terrify,V340,1a,(b) Theme-Experiencer,Marge was terrified by Homer.,Homer terrified Marge.,-39.0643310546875,-45.826725006103516,6.762393951416016
terrorize,V341,1b,(b) Theme-Experiencer,Marge was terrorized by Homer.,Homer terrorized Marge.,-48.59914779663086,-46.010498046875,-2.5886497497558594
thank,V239,1b,(a) Agent-Patient,Marge was thanked by Homer.,Homer thanked Marge.,-39.86294174194336,-47.19902420043945,7.336082458496094
threaten,V342,1b,(b) Theme-Experiencer,Marge was threatened by Homer.,Homer threatened Marge.,-40.25780487060547,-43.885772705078125,3.6279678344726562
throw,V190,1b,(a) Agent-Patient,Marge was thrown by Homer.,Homer threw Marge.,-41.782196044921875,-42.8289794921875,1.046783447265625
thump,V196,1a,(a) Agent-Patient,Marge was thumped by Homer.,Homer thumped Marge.,-46.87813186645508,-46.193603515625,-0.6845283508300781
tickle,V208,1a,(a) Agent-Patient,Marge was tickled by Homer.,Homer tickled Marge.,-45.08360290527344,-45.525611877441406,0.44200897216796875
tie,V054,1b,(a) Agent-Patient,The shoelace was tied by Homer.,Homer tied the shoelace.,-41.38128662109375,-48.229637145996094,6.848350524902344
toast,V142,1a,(a) Agent-Patient,The bread was toasted by Homer.,Homer toasted the bread.,-37.75178909301758,-45.389522552490234,7.637733459472656
tell off,V246,1a,(a) Agent-Patient,Marge was told off by Homer.,Homer told off Marge.,-43.14915084838867,-50.97843933105469,7.829288482666016
tell,V092,1b,(a) Agent-Patient,The story was told by Homer.,Homer told the story.,-25.539588928222656,-27.791461944580078,2.251873016357422
tolerate,V379,1b,(c) Experiencer-Theme,Marge was tolerated by Homer.,Homer tolerated Marge.,-44.24882125854492,-47.43431091308594,3.1854896545410156
take,V025,1a,(a) Agent-Patient,The money was taken by Homer.,Homer took the money.,-27.1593017578125,-32.93947219848633,5.780170440673828
tear,V133,1b,(a) Agent-Patient,The magazine was torn by Homer.,Homer tore the magazine.,-36.55339050292969,-42.77019500732422,6.216804504394531
touch,V209,1b,(a) Agent-Patient,Marge was touched by Homer.,Homer touched Marge.,-42.42942810058594,-43.949119567871094,1.5196914672851562
track,V294,1b,(a) Agent-Patient,Marge was tracked by Homer.,Homer tracked Marge.,-44.363685607910156,-44.43476867675781,0.07108306884765625
trail,V295,1a,(a) Agent-Patient,Marge was trailed by Homer.,Homer trailed Marge.,-43.953041076660156,-45.45105743408203,1.498016357421875
trap,V170,1a,(a) Agent-Patient,Marge was trapped by Homer.,Homer trapped Marge.,-43.328857421875,-45.326751708984375,1.997894287109375
trip,V301,1b,(a) Agent-Patient,Marge was tripped by Homer.,Homer tripped Marge.,-46.631649017333984,-43.616302490234375,-3.0153465270996094
trust,V380,1b,(c) Experiencer-Theme,Marge was trusted by Homer.,Homer trusted Marge.,-44.20718002319336,-46.17335510253906,1.9661750793457031
twist,V012,1b,(a) Agent-Patient,The handle was twisted by Homer.,Homer twisted the handle.,-33.4963264465332,-40.849998474121094,7.353672027587891
type,V065,1b,(a) Agent-Patient,The list was typed by Homer.,Homer typed the list.,-40.15354919433594,-40.13739013671875,-0.0161590576171875
unbolt,V057,1b,(a) Agent-Patient,The gate was unbolted by Homer.,Homer unbolted the gate.,-46.83320236206055,-50.59101867675781,3.7578163146972656
understand,V381,1b,(c) Experiencer-Theme,Marge was understood by Homer.,Homer understood Marge.,-41.8304557800293,-51.2435417175293,9.4130859375
undergo,V402,1a,(d) Other Passivizable,The surgery was undergone by Homer.,Homer underwent the surgery.,-32.94465255737305,-42.93859100341797,9.993938446044922
unlock,V058,1a,(a) Agent-Patient,The door was unlocked by Homer.,Homer unlocked the door.,-26.74410629272461,-33.9470100402832,7.202903747558594
untie,V211,1a,(a) Agent-Patient,Marge was untied by Homer.,Homer untied Marge.,-44.04144287109375,-47.461360931396484,3.4199180603027344
unzip,V059,1b,(a) Agent-Patient,The case was unzipped by Homer.,Homer unzipped the case.,-33.75597381591797,-43.50475311279297,9.748779296875
upset,V343,1a,(b) Theme-Experiencer,Marge was upset by Homer.,Homer upset Marge.,-38.34092712402344,-43.08404541015625,4.7431182861328125
varnish,V061,1b,(a) Agent-Patient,The chair was varnished by Homer.,Homer varnished the chair.,-53.75936508178711,-47.463966369628906,-6.295398712158203
visit,V261,1a,(a) Agent-Patient,Marge was visited by Homer.,Homer visited Marge.,-40.261993408203125,-41.37098693847656,1.1089935302734375
want,V399,1b,(c) Experiencer-Theme,The cake was wanted by Homer.,Homer wanted the cake.,-28.508079528808594,-39.36125946044922,10.853179931640625
warn,V270,1b,(a) Agent-Patient,Marge was warned by Homer.,Homer warned Marge.,-42.47459411621094,-44.4531135559082,1.9785194396972656
abandon,V286,1a,(a) Agent-Patient,Homer was abandonned by Marge.,Marge abandonned Homer.,-60.00859069824219,-53.36709213256836,-6.641498565673828
accompany,V296,1a,(a) Agent-Patient,Homer was accompanied by Marge.,Marge accompanied Homer.,-42.52566146850586,-36.520606994628906,-6.005054473876953
admire,V346,1a,(c) Experiencer-Theme,Homer was admired by Marge.,Marge admired Homer.,-46.679988861083984,-40.223175048828125,-6.456813812255859
adore,V347,1b,(c) Experiencer-Theme,Homer was adored by Marge.,Marge adored Homer.,-47.92108917236328,-40.420169830322266,-7.500919342041016
advise,V268,1a,(a) Agent-Patient,Homer was advised by Marge.,Marge advised Homer.,-46.047645568847656,-39.218326568603516,-6.829319000244141
aggravate,V302,1b,(b) Theme-Experiencer,Homer was aggravated by Marge.,Marge aggravated Homer.,-53.3058967590332,-47.515804290771484,-5.790092468261719
agree with,V247,1b,(a) Agent-Patient,Homer was agreed with by Marge.,Marge agreed with Homer.,-44.8026008605957,-45.362342834472656,0.5597419738769531
amaze,V303,1a,(b) Theme-Experiencer,Homer was amazed by Marge.,Marge amazed Homer.,-48.23161315917969,-39.879512786865234,-8.352100372314453
amuse,V304,1b,(b) Theme-Experiencer,Homer was amused by Marge.,Marge amused Homer.,-44.44911575317383,-37.68289566040039,-6.7662200927734375
anger,V305,1a,(b) Theme-Experiencer,Homer was angered by Marge.,Marge angered Homer.,-47.591796875,-37.484230041503906,-10.107566833496094
annoy,V306,1b,(b) Theme-Experiencer,Homer was annoyed by Marge.,Marge annoyed Homer.,-42.17866516113281,-36.802738189697266,-5.375926971435547
appluad,V220,1b,(a) Agent-Patient,Homer was appluaded by Marge.,Marge appluaded Homer.,-72.16436767578125,-62.69843292236328,-9.465934753417969
appreciate,V370,1a,(c) Experiencer-Theme,Homer was appreciated by Marge.,Marge appreciated Homer.,-44.47241973876953,-40.076194763183594,-4.3962249755859375
argue with,V248,1a,(a) Agent-Patient,Homer was argued with by Marge.,Marge argued with Homer.,-47.08967590332031,-45.251834869384766,-1.8378410339355469
assassinate,V228,1b,(a) Agent-Patient,Homer was assassinated by Marge.,Marge assassinated Homer.,-51.090938568115234,-38.77552795410156,-12.315410614013672
astonish,V307,1a,(b) Theme-Experiencer,Homer was astonished by Marge.,Marge astonished Homer.,-45.19119644165039,-40.71949768066406,-4.471698760986328
avoid,V223,1a,(a) Agent-Patient,Homer was avoided by Marge.,Marge avoided Homer.,-46.40646743774414,-41.435035705566406,-4.971431732177734
banish,V229,1b,(a) Agent-Patient,Homer was banished by Marge.,Marge banished Homer.,-44.77783203125,-39.55316162109375,-5.22467041015625
believe,V371,1a,(c) Experiencer-Theme,Homer was believed by Marge.,Marge believed Homer.,-46.81386947631836,-44.73249053955078,-2.081378936767578
bite,V198,1a,(a) Agent-Patient,Homer was bitten by Marge.,Marge bit Homer.,-41.960304260253906,-38.48383331298828,-3.476470947265625
bother,V308,1a,(b) Theme-Experiencer,Homer was bothered by Marge.,Marge bothered Homer.,-44.66901779174805,-40.76737976074219,-3.9016380310058594
call,V262,1a,(a) Agent-Patient,Homer was called by Marge.,Marge called Homer.,-37.678932189941406,-37.98986053466797,0.3109283447265625
calm,V309,1b,(b) Theme-Experiencer,Homer was calmed by Marge.,Marge calmed Homer.,-47.011146545410156,-41.760406494140625,-5.250740051269531
capture,V154,1b,(a) Agent-Patient,Homer was captured by Marge.,Marge captured Homer.,-42.26368713378906,-37.849891662597656,-4.413795471191406
carry,V179,1b,(a) Agent-Patient,Homer was carried by Marge.,Marge carried Homer.,-42.971229553222656,-42.264984130859375,-0.7062454223632812
catch,V184,1b,(a) Agent-Patient,Homer was caught by Marge.,Marge caught Homer.,-40.76586151123047,-37.95146560668945,-2.8143959045410156
chase,V289,1b,(a) Agent-Patient,Homer was chased by Marge.,Marge chased Homer.,-49.097190856933594,-37.771080017089844,-11.32611083984375
chat to,V265,1a,(a) Agent-Patient,Homer was chatted to by Marge.,Marge chatted to Homer.,-48.33295822143555,-46.373382568359375,-1.9595756530761719
cheer up,V310,1a,(b) Theme-Experiencer,Homer was cheered up by Marge.,Marge cheered up Homer.,-52.76029586791992,-53.837833404541016,1.0775375366210938
choose,V185,1a,(a) Agent-Patient,Homer was chosen by Marge.,Marge chose Homer.,-40.298274993896484,-38.97691345214844,-1.3213615417480469
claw,V199,1b,(a) Agent-Patient,Homer was clawed by Marge.,Marge clawed Homer.,-48.76466369628906,-48.11549758911133,-0.6491661071777344
clean,V173,1b,(a) Agent-Patient,Homer was cleaned by Marge.,Marge cleaned Homer.,-44.80818176269531,-42.39969253540039,-2.408489227294922
comfort,V311,1a,(b) Theme-Experiencer,Homer was comforted by Marge.,Marge comforted Homer.,-47.414024353027344,-40.27672576904297,-7.137298583984375
compliment,V233,1a,(a) Agent-Patient,Homer was complimented by Marge.,Marge complimented Homer.,-45.40349197387695,-41.62983322143555,-3.7736587524414062
congratulate,V234,1b,(a) Agent-Patient,Homer was congratulated by Marge.,Marge congratulated Homer.,-49.333045959472656,-38.91607666015625,-10.416969299316406
converse with,V266,1b,(a) Agent-Patient,Homer was conversed with by Marge.,Marge conversed with Homer.,-50.258235931396484,-48.341304779052734,-1.91693115234375
cooperate with,V249,1b,(a) Agent-Patient,Homer was cooperated with by Marge.,Marge cooperated with Homer.,-48.3214225769043,-51.387657165527344,3.066234588623047
copy,V212,1a,(a) Agent-Patient,Homer was copied by Marge.,Marge copied Homer.,-47.34713363647461,-39.54103088378906,-7.806102752685547
court,V253,1b,(a) Agent-Patient,Homer was courted by Marge.,Marge courted Homer.,-46.522438049316406,-38.266517639160156,-8.25592041015625
cover,V168,1b,(a) Agent-Patient,Homer was covered by Marge.,Marge covered Homer.,-43.49140930175781,-37.32135772705078,-6.170051574707031
criticize,V241,1a,(a) Agent-Patient,Homer was criticized by Marge.,Marge criticized Homer.,-43.110260009765625,-37.0081672668457,-6.102092742919922
crush,V157,1b,(a) Agent-Patient,Homer was crushed by Marge.,Marge crushed Homer.,-44.53456115722656,-36.477386474609375,-8.057174682617188
